Vnum	Name	Rank	Type	BattleType	Level	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive			
2036	??????	S_KNIGHT	MONSTER	MELEE	58		AGGR	0	INSECT		0	spider_soldier	0	56	75	37	19	55	67	6969	19	27	0	2480	17577	62	100	120	100	2000	50	0	0	0	0	3	0	5	0	1	2	1	0	0	-20	0	0	0	0	10	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2051	??? ????	PAWN	MONSTER	MELEE	43			0	INSECT		0	spider_young	0	28	41	55	14	54	66	1559	4	12	0	1683	2862	50	100	100	50	2000	50	30057	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	5	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2052	??? ???	PAWN	MONSTER	MELEE	45			0	INSECT		0	spider_poison	0	47	57	29	14	49	74	1670	3	7	0	1697	2997	52	90	100	50	2000	50	30056	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	5	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2053	??? ?????	S_PAWN	MONSTER	MELEE	48			0	INSECT		0	spider_redpoison	0	54	60	15	15	52	78	2215	9	17	0	1895	3834	55	110	100	50	2000	50	30025	0	0	0	3	0	0	1	-5	1	-5	0	0	-5	0	0	0	0	5	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2054	??? ????	S_PAWN	MONSTER	MELEE	50			0	INSECT		0	spider_nipper	0	56	31	56	16	60	73	2363	3	7	0	1913	3996	57	90	100	50	2000	50	30058	0	0	0	0	0	0	1	10	0	1	0	1	-5	0	0	0	0	5	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2055	??? ????	S_PAWN	MONSTER	MELEE	52			0	INSECT		0	spider_soldier	0	71	33	39	16	63	76	2516	3	7	0	1935	4158	59	80	120	50	2000	50	30059	0	0	0	0	0	0	1	0	10	0	1	0	-15	0	0	0	0	5	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2061	?????	PAWN	MONSTER	MELEE	52			0	INSECT		0	spider_young	0	77	58	39	20	72	88	3771	12	10	0	2781	14985	80	110	120	100	2000	50	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2062	????	S_PAWN	MONSTER	MELEE	62			0	INSECT		0	spider_poison	0	80	60	40	20	66	99	4028	7	10	0	2831	15633	83	110	120	100	2000	50	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2063	??????	KNIGHT	MONSTER	MELEE	64			0	INSECT		0	spider_redpoison	0	82	62	41	21	69	103	6714	12	15	0	3221	32562	86	110	120	100	2000	50	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2064	?????	KNIGHT	MONSTER	MELEE	66			0	INSECT		0	spider_nipper	0	84	63	42	21	80	98	7149	7	10	0	3288	33858	89	110	120	100	2000	50	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2065	?????	S_KNIGHT	MONSTER	MELEE	68			0	INSECT		0	spider_soldier	0	87	65	43	22	82	101	7602	20	25	0	3351	35154	93	110	120	100	2000	50	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2071	¡ícl¨Lzi ¡íol¡Ë¥ì¢Ò¡ÆAaI	KNIGHT	MONSTER	MELEE	60			0	INSECT		0	spider_young	0	77	57	38	19	59	109	9063	10	10	0	2384	16106	84	110	120	100	2000	50	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2072	¡ícl¨Lzi ¢¬I¥ì¢Ò¡ÆAaI	KNIGHT	MONSTER	MELEE	62			0	INSECT		0	spider_poison	0	79	59	39	19	60	112	9585	10	10	0	2408	16646	86	110	120	100	2000	50	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2073	¡ícl¨Lzi ¨¬OA¨¬¢¬I¥ì¢Ò¡Æ	S_KNIGHT	MONSTER	MELEE	64			0	INSECT		0	spider_redpoison	0	82	61	41	20	64	120	13504	5	10	0	2790	33183	108	110	120	100	2000	50	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2074	¡ícl¨Lzi A?¡ÆO¥ì¢Ò¡ÆAaI	S_KNIGHT	MONSTER	MELEE	66			0	INSECT		0	spider_nipper	0	84	63	42	21	66	123	14248	10	15	0	2826	34209	112	110	120	100	2000	50	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2075	¡ícl¨Lzi ¨¬¢¥A¢´¥ì¢Ò¡ÆAa	S_KNIGHT	MONSTER	MELEE	68			0	INSECT		0	spider_soldier	0	86	65	43	21	73	136	15020	5	10	0	2861	35249	115	110	120	100	2000	50	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2076	¡ícl¨Lzi A©ª¨¬¢¥A¢´¥ì¢Ò¡	S_KNIGHT	MONSTER	MELEE	68		AGGR	0	INSECT		0	spider_soldier	0	86	65	43	21	78	145	15020	20	25	0	2861	35249	115	110	120	100	2000	50	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2091	z¨ÏzO¡ÆAaI	BOSS	MONSTER	MAGIC	75		AGGR	0	ATT_WIND,INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	200	200	200	150	100	133	2500000	10	10	0	79866	43380	68	110	100	100	2000	50	0	0	0	0	25	0	20	20	40	35	40	40	40	40	0	0	60	0	10	2	2035	5	0	0	35	261	0	0	0	0	0	0	0	5	10	0	0	0	0			
2092	?? Thrym	KING	MONSTER	MELEE	125		AGGR,BERSERK,STONESKIN,DEATHBLOW	0	ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	thunder_boss	0	70	70	70	70	100	150	7000000	30	10	0	131250	72528	252	110	110	100	2000	150	0	0	0	0	5	5	10	15	40	40	40	40	40	40	0	0	0	0	0	3	0	0	0	0	10	264	10	263	10	266	10	256	0	0	20	30	30	40	40			
2093	A©ªz¨ÏzO¡ÆAaI	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	122	91	61	30	75	139	4568600	30	20	0	63759	801900	90	150	160	100	2000	50	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2	2414	10	0	0	40	261	0	0	0	0	0	0	0	20	20	0	30	40	0			
2094	A©ªz¨ÏzO¡ÆAaI	KING	MONSTER	MELEE	72		AGGR	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	95	71	48	24	51	95	750000	20	15	0	139332	469800	73	110	100	100	2000	50	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2	2076	10	0	0	40	261	0	0	0	0	0	0	0	20	20	0	30	40	0			
2095	¡ÆAaIAC ¨úE	KING	MONSTER	MELEE	70		NOMOVE	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_egg	0	67	45	89	22	5	10	193408	100	1	0	1359	11250	150	0	0	100	2000	50	0	0	0	0	0	0	0	0	70	70	70	70	70	70	70	70	70	70	70	1	2071	10	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40	0			
2101	????	S_PAWN	MONSTER	MELEE	19			0	DESERT		0	fennec_fox	0	18	24	12	6	23	28	784	5	7	0	1605	1251	24	100	200	0	2000	50	0	0	0	0	0	0	0	5	0	0	0	0	0	100	100	100	100	100	10	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2102	????	S_PAWN	MONSTER	MELEE	37			0	DESERT		0	evil_eye	0	52	24	36	12	31	58	1877	5	7	0	1808	2817	43	100	100	100	2000	50	0	0	0	0	0	0	0	5	1	0	1	0	1	-10	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2103	????	S_PAWN	MONSTER	MELEE	39			0	DESERT		0	giant_scorpion	0	41	51	30	13	33	60	2025	5	7	0	1827	2970	45	100	80	100	2000	50	30046	0	0	0	0	0	0	5	0	1	0	1	0	-15	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2104	????	KNIGHT	MONSTER	MELEE	44			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	46	56	3228	12	12	0	2037	5580	51	110	120	100	2000	50	30045	0	0	0	5	0	0	5	1	1	2	1	1	-10	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2105	????	KNIGHT	MONSTER	RANGE	47			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	48	58	2598	8	7	0	2847	5958	54	60	70	100	2000	50	30055	0	0	0	5	0	5	5	0	0	-10	0	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2106	??????	KNIGHT	MONSTER	MELEE	48			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	44	65	3692	12	12	0	2096	6084	55	110	110	100	2000	50	30022	0	0	0	5	0	0	5	1	1	1	0	0	-15	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2107	??????	KNIGHT	MONSTER	RANGE	51			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	45	68	2957	8	7	0	2966	6462	58	60	110	100	2000	50	30067	0	0	0	5	0	0	5	-5	-10	-5	0	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2108	??????	S_KNIGHT	MONSTER	MELEE	54			0	DESERT		0	outlaw	0	61	68	44	17	48	72	6969	4	12	0	2438	13671	62	100	120	100	2000	50	0	0	0	0	0	0	5	5	0	10	0	0	0	-20	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2131	????	PAWN	MONSTER	MELEE	50			0	INSECT		0	scorpionman_sword	0	77	58	39	20	72	88	3771	12	10	0	2781	11151	80	110	120	100	2000	50	30045	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	70104	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2132	????	S_PAWN	MONSTER	RANGE	62			0	INSECT		0	scorpionman_bow	0	80	60	40	20	66	99	4028	7	10	0	2831	11907	83	110	120	100	2000	50	30055	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2133	??????	KNIGHT	MONSTER	MELEE	64			0	INSECT		0	snakeman_sword	0	82	62	41	21	69	103	6714	12	15	0	3221	12159	86	110	120	100	2000	50	30022	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2134	??????	KNIGHT	MONSTER	RANGE	66			0	INSECT		0	snakeman_bow	0	84	63	42	21	80	98	7149	7	10	0	3288	12915	89	110	120	100	2000	50	30067	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2135	??????	S_KNIGHT	MONSTER	MELEE	68			0	INSECT		0	outlaw	0	87	65	43	22	82	101	7602	20	25	0	3351	27342	93	110	120	100	2000	50	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0			
2151	??? ????	S_PAWN	MONSTER	MELEE	19			0	DESERT		0	fennec_fox	0	18	24	12	6	27	33	627	5	7	0	1605	873	24	100	200	0	2000	50	0	0	0	0	0	0	0	5	0	0	0	0	0	100	100	100	100	100	10	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2152	??? ????	S_PAWN	MONSTER	MELEE	37			0	DESERT		0	evil_eye	0	52	24	36	12	37	69	1502	5	7	0	1808	1971	43	100	100	100	2000	50	0	0	0	0	0	0	0	5	1	0	1	0	1	-10	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2153	??? ????	S_PAWN	MONSTER	MELEE	39			0	DESERT		0	giant_scorpion	0	41	51	30	13	39	72	1620	5	7	0	1827	2079	45	100	80	100	2000	50	30046	0	0	0	0	0	0	5	0	1	0	1	0	-15	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2154	??? ????	KNIGHT	MONSTER	MELEE	44			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	55	67	2582	12	12	0	2037	3906	51	110	120	100	2000	50	30045	0	0	0	5	0	0	5	1	1	2	1	1	-10	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2155	??? ????	S_PAWN	MONSTER	RANGE	47			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	57	70	2079	8	7	0	2847	4167	54	60	70	100	2000	50	30055	0	0	0	5	0	5	5	0	0	-10	0	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2156	??? ??????	KNIGHT	MONSTER	MELEE	48			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	52	78	2954	12	12	0	2096	4257	55	110	110	100	2000	50	30022	0	0	0	5	0	0	5	1	1	1	0	0	-15	0	0	0	0	0	1	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2157	??? ??????	KNIGHT	MONSTER	RANGE	51			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	54	82	2365	8	7	0	2966	4527	58	60	110	100	2000	50	30067	0	0	0	5	0	0	5	-5	-10	-5	0	0	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2158	??? ??????	S_KNIGHT	MONSTER	MELEE	54			0	DESERT		0	outlaw	0	61	68	44	17	57	86	5575	4	12	0	2438	9576	62	100	120	100	2000	50	0	0	0	0	0	0	5	5	0	10	0	0	0	-20	0	0	0	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2191	??????	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_EARTH,DESERT	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	225	225	225	175	110	143	3000000	9	12	0	3546	48420	76	100	100	100	2000	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	20	20	10	2	0	20	0	0	40	256	30	256	0	0	0	0	0	0	10	0	0	0	0			
2192	???????	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DESERT	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	122	91	61	30	75	139	2568600	30	20	0	63759	801900	90	150	160	100	2000	50	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2	2414	10	0	0	40	256	30	256	0	0	0	0	0	20	20	0	30	40	0			
2201	?????	S_PAWN	MONSTER	MELEE	69			0	FIRE		0	fire_tiger	0	84	42	63	21	65	80	5550	3	7	0	2114	2250	78	100	130	100	2000	50	30042	0	0	0	0	0	15	20	15	10	20	15	15	-10	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2202	??	S_PAWN	MONSTER	MAGIC	69			0	FIRE		0	fire_ghost	0	85	43	64	21	66	81	5550	3	7	0	2138	2250	78	100	130	100	2000	50	0	0	0	0	0	0	15	20	0	-5	5	-10	-10	20	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2203	???	KNIGHT	MONSTER	MELEE	70			0	FIRE		0	fire_tiger_boss	0	85	43	65	22	60	89	7592	7	12	0	2412	3798	79	100	130	100	2000	50	30019	0	0	0	0	0	15	20	20	15	25	0	0	-25	0	0	0	0	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2204	???	KNIGHT	MONSTER	POWER	71			0	FIRE	CURSE	0	fire_man	0	86	43	65	22	53	98	7782	7	12	0	2460	3852	80	100	130	100	2000	50	0	0	0	0	0	0	15	20	-5	-10	0	5	5	-20	0	0	0	0	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0			
2205	????	S_KNIGHT	MONSTER	POWER	72			0	FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	53	99	12459	3	12	0	2739	7803	81	100	130	100	2000	50	30091	0	0	0	0	0	15	20	0	0	5	0	0	-25	0	0	10	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
2206	???	BOSS	MONSTER	MELEE	75			0	ATT_FIRE,FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	225	225	225	175	110	143	3000000	7	12	0	3738	39555	82	100	130	100	2000	50	0	0	0	0	0	0	15	20	0	10	0	10	0	-20	0	0	10	0	0	2	0	0	0	0	40	256	0	0	0	0	0	0	0	20	0	0	0	0	0			
2207	????	BOSS	MONSTER	MELEE	75		AGGR	0	FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	55	103	250000	25	20	0	184559	541800	82	110	130	100	2000	50	0	0	0	0	0	0	15	20	40	35	40	40	40	40	0	0	60	0	0	2	2205	0	0	0	40	256	0	0	0	0	0	0	0	20	0	0	0	0	0			
2231	??? ?????	S_PAWN	MONSTER	MELEE	69			0	FIRE		0	fire_tiger	0	84	42	63	21	78	96	4440	3	7	0	2114	1575	78	100	130	100	2000	50	30042	0	0	0	0	0	15	20	15	10	20	15	15	-10	0	0	0	0	0	1	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2232	??? ??	S_PAWN	MONSTER	MAGIC	69			0	FIRE		0	fire_ghost	0	85	43	64	21	79	97	4440	3	7	0	2138	1575	78	100	130	100	2000	50	0	0	0	0	0	0	15	20	0	-5	5	-10	-10	20	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2233	??? ???	KNIGHT	MONSTER	MELEE	70			0	FIRE		0	fire_tiger_boss	0	85	43	65	22	72	107	6073	7	12	0	2412	2655	79	100	130	100	2000	50	30019	0	0	0	0	0	15	20	20	15	25	0	0	-25	0	0	0	0	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2234	??? ???	KNIGHT	MONSTER	POWER	71			0	FIRE	CURSE	0	fire_man	0	86	43	65	22	63	117	6225	7	12	0	2460	2700	80	100	130	100	2000	50	0	0	0	0	0	0	15	20	-5	-10	0	5	5	-20	0	0	0	0	0	2	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0			
2235	??? ????	S_KNIGHT	MONSTER	POWER	72			0	FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	64	119	9967	3	12	0	2739	5463	81	100	130	100	2000	50	30091	0	0	0	0	0	15	20	0	0	5	0	0	-25	0	0	10	0	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0			
2291	??	KING	MONSTER	MELEE	120		AGGR	0	FIRE	STUN,SLOW,CURSE,TERROR	0	fire_dragon	0	99	69	65	23	150	270	9750000	10	5	0	3801	304767	84	100	130	100	2000	50	0	0	0	0	0	0	15	20	30	30	30	30	30	50	100	50	50	50	20	2	2205	10	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0			
2301	??	PAWN	MONSTER	RANGE	65		AGGR,NOMOVE	0			0	ent_trent	0	75	57	50	10	58	86	2261	3	5	0	2277	5184	67	100	100	100	2000	50	0	0	0	3	0	0	5	5	0	-5	0	-10	-10	50	0	0	30	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2302	????	PAWN	MONSTER	MELEE	67			0			0	ent_guru	0	92	42	65	10	67	82	3939	3	5	0	2313	5427	72	120	100	100	2000	50	0	0	0	0	0	0	5	5	-5	-10	0	5	5	5	0	0	15	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2303	??	S_PAWN	MONSTER	RANGE	69			0			0	ent_hu	0	86	55	65	10	64	95	3548	5	5	0	3002	6966	76	100	100	100	2000	50	0	0	0	0	10	0	0	0	10	15	5	-10	-10	10	0	0	10	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2304	????	S_PAWN	MONSTER	MELEE	70			0		SLOW,CURSE	0	ent_red	0	89	49	77	10	57	106	5206	5	10	0	3045	7155	79	115	100	100	2000	50	0	0	0	0	0	0	5	5	-5	-10	-5	5	5	5	0	0	15	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2305	???	KNIGHT	MONSTER	MELEE	71		AGGR	0		SLOW,CURSE	0	ent_black	0	94	75	75	10	59	110	7214	7	5	0	3771	12393	83	115	100	100	2000	50	0	0	0	0	3	0	5	10	10	5	10	15	15	0	0	0	20	0	0	1	0	15	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2306	????	BOSS	MONSTER	MELEE	75		AGGR	0			0	ent_huge	0	99	84	70	10	59	110	250000	12	10	0	104187	183843	86	100	130	100	2000	50	0	0	0	0	0	0	15	20	10	15	10	15	15	-5	0	0	60	0	0	3	2304	35	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0			
2307	???	BOSS	MONSTER	MELEE	75			0	ATT_WIND	STUN,SLOW,CURSE,TERROR	0	fire_king	0	250	250	250	200	130	183	3500000	7	12	0	3738	39555	82	100	130	100	2000	50	0	0	0	0	0	0	15	20	0	10	0	10	0	-20	0	0	10	0	0	2	0	0	0	0	40	256	0	0	0	0	0	0	0	20	0	0	0	0	0			
2311	???	S_PAWN	MONSTER	RANGE	74		AGGR,NOMOVE	0			0	ent_trent	0	75	57	50	10	64	97	3596	3	5	0	3023	7236	67	100	130	100	2000	50	0	0	0	3	0	0	15	20	0	-5	0	-10	-10	50	0	0	50	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2312	?????	KNIGHT	MONSTER	MELEE	76			0			0	ent_guru	0	92	42	65	10	74	91	7032	3	5	0	3065	12366	72	120	130	100	2000	50	0	0	0	0	0	0	15	20	-5	-10	0	5	5	5	0	0	25	0	0	1	0	15	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2313	???	KNIGHT	MONSTER	RANGE	77			0			0	ent_hu	0	86	55	65	10	67	100	5699	5	5	0	3743	12528	76	100	170	100	2000	50	0	0	0	0	10	0	5	15	10	15	5	-10	-10	10	0	0	30	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2314	?????	S_KNIGHT	MONSTER	MELEE	80		AGGR	0		SLOW,CURSE	0	ent_red	0	89	49	77	10	60	112	11558	5	10	0	3834	26001	79	115	150	100	2000	50	0	0	0	0	0	0	15	20	-5	-10	-5	5	5	5	0	0	35	0	0	1	0	25	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2315	????	S_KNIGHT	MONSTER	MELEE	82		AGGR	0		SLOW,CURSE	0	ent_black	0	94	75	75	10	40	115	11843	7	5	0	4590	26649	83	115	150	100	2000	50	0	0	0	0	3	0	15	20	10	5	10	15	15	0	0	0	40	0	0	1	0	25	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2401	????	PAWN	MONSTER	MELEE	89		AGGR,BERSERK	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_footman	0	107	53	80	26	140	170	8424	3	14	0	3119	68352	67	110	130	110	2000	50	0	0	0	3	0	0	5	5	0	0	0	10	10	10	0	0	30	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0			
2402	????	PAWN	MONSTER	RANGE	93		AGGR,GODSPEED	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_bowman	0	82	110	55	27	175	200	6856	5	14	0	3158	67583	72	105	150	100	2000	50	0	0	0	0	0	0	5	5	20	20	0	0	0	-30	0	0	10	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0			
2403	????	S_PAWN	MONSTER	RANGE	94		AGGR,REVIVE	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_magician	0	82	55	110	27	137	215	11190	5	14	0	4271	67500	76	100	150	100	2000	50	0	0	0	0	10	0	0	0	10	10	25	-5	-5	30	0	0	-30	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0			
2404	????	S_PAWN	MONSTER	MELEE	95		AGGR,STONESKIN	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_officer	0	111	83	55	28	160	215	14848	7	20	0	4302	68345	79	110	130	100	2000	50	0	0	0	0	0	0	5	5	10	10	5	-5	-5	10	0	0	15	0	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0			
2411	?????	S_PAWN	MONSTER	MELEE	97		AGGR,BERSERK	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_footman	0	112	84	56	28	139	215	11334	3	14	0	4293	68552	78	115	130	100	2000	50	0	0	0	5	0	0	6	3	10	0	15	30	25	15	0	0	30	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0			
2412	?????	KNIGHT	MONSTER	RANGE	98		AGGR,GODSPEED	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_bowman	0	86	114	57	29	165	215	10260	3	14	0	4172	68552	82	110	150	100	2000	50	0	0	0	0	3	0	6	6	30	25	10	0	10	5	0	0	20	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0			
